"","chr","new_wind","bkpt_in_window_blood","bkpt_in_window_bone","bkpt_in_window_brain","bkpt_in_window_breast","bkpt_in_window_liver","bkpt_in_window_ovary","bkpt_in_window_pancreatic","bkpt_in_window_prostate","bkpt_in_window_skin","bkpt_in_window_uterus","from","to","density_blood","density_bone","density_brain","density_breast","density_liver","density_ovary","density_pancreatic","density_prostate","density_skin","density_uterus","prod_density_blood","prod_density_brain","prod_density_bone","prod_density_uterus","prod_density_liver","prod_density_prostate","prod_density_skin","prod_density_ovary","prod_density_pancreatic","prod_density_breast","overall_density","blood_bkpt_hotspot_0.5","bone_bkpt_hotspot_0.5","brain_bkpt_hotspot_0.5","breast_bkpt_hotspot_0.5","liver_bkpt_hotspot_0.5","ovary_bkpt_hotspot_0.5","pancreatic_bkpt_hotspot_0.5","prostate_bkpt_hotspot_0.5","skin_bkpt_hotspot_0.5","uterus_bkpt_hotspot_0.5","overall_density_bkpt_hotspot_0.5","blood_bkpt_hotspot_1","bone_bkpt_hotspot_1","brain_bkpt_hotspot_1","breast_bkpt_hotspot_1","liver_bkpt_hotspot_1","ovary_bkpt_hotspot_1","pancreatic_bkpt_hotspot_1","prostate_bkpt_hotspot_1","skin_bkpt_hotspot_1","uterus_bkpt_hotspot_1","overall_density_bkpt_hotspot_1"
"338","10",88,0,0,2,36,11,14,18,66,0,0,8.7e+07,8.8e+07,0,0,0.00128122998078155,0.000187602595169233,0.000493030343776612,0.000195549844258517,0.000209968854619898,0.00137669218414301,0,0,0,5.08834742600181e-05,0,0,5.98122446219845e-05,0.000237493284015982,0,7.25045187368687e-06,1.10098468603049e-05,4.88069426153901e-05,0.000415256244247367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","10",89,0,0,0,71,5,31,29,142,3,0,8.8e+07,8.9e+07,0,0,0,0.000369994007139321,0.000224104701716642,0.00043300322657243,0.000338283154665391,0.00296197409315617,5.47955213793859e-05,0,0,0,0,0,2.71873839190839e-05,0.000510970398943477,1.97216273037815e-06,1.60545720060209e-05,1.7738086608269e-05,9.62581368247972e-05,0.000670180741032026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"340","10",90,0,3,0,165,16,29,25,164,44,0,8.9e+07,9e+07,0,0.0011783189316575,0,0.000859845227858985,0.000717135045493254,0.000405067534535499,0.000291623409194303,0.00342087148787051,0.00080366764689766,0,0,0,8.04313263930035e-06,0,8.69996285410684e-05,0.000590134826948805,2.89250533788795e-05,1.50187931669228e-05,1.52914539726457e-05,0.000223698486987205,0.000968111375634826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"341","10",91,1,1,0,53,5,19,43,77,21,0,9e+07,9.1e+07,0.000429922613929493,0.000392772977219167,0,0.000276192709554704,0.000224104701716642,0.000265389074350844,0.000501592263814201,0.00160614088150018,0.000383568649655701,0,6.1226956187911e-05,0,2.68104421310012e-06,0,2.71873839190839e-05,0.000277075498018646,1.3805139112647e-05,9.83989897143218e-06,2.63013008329506e-05,7.18546655171021e-05,0.000489971886772873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","10",92,0,0,0,28,6,16,10,81,10,0,9.1e+07,9.2e+07,0,0,0,0.00014591312957607,0.00026892564205997,0.000223485536295448,0.000116649363677721,0.00168957677144824,0.000182651737931286,0,0,0,0,0,3.26248607029006e-05,0.000291469030383251,6.57387576792716e-06,8.28623071278499e-06,6.11658158905829e-06,3.79609553675256e-05,0.000383031534523448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","10",93,0,0,0,39,7,30,23,47,25,0,9.2e+07,9.3e+07,0,0,0,0.000203236144766669,0.000313746582403299,0.000419035380553965,0.000268293536458759,0.000980371706889719,0.000456629344828216,0,0,0,0,0,3.80623374867174e-05,0.000169124005284109,1.64346894198179e-05,1.55366825864719e-05,1.40681376548341e-05,5.28741878333393e-05,0.000306100040265289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","10",94,2,2,0,28,14,8,35,28,8,0,9.3e+07,9.4e+07,0.000859845227858985,0.000785545954438335,0,0.00014591312957607,0.000627493164806598,0.000111742768147724,0.000408272772872024,0.000584051229636428,0.000146121390345029,0,0.000122453912375822,0,5.36208842620024e-06,0,7.61246749734348e-05,0.000100754726552235,5.25910061434173e-06,4.1431153563925e-06,2.1408035561704e-05,3.79609553675256e-05,0.000373466609227656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","10",95,0,0,0,33,11,30,35,30,9,0,9.4e+07,9.5e+07,0,0,0,0.000171969045571797,0.000493030343776612,0.000419035380553965,0.000408272772872024,0.000625769174610459,0.000164386564138158,0,0,0,0,0,5.98122446219845e-05,0.000107951492734537,5.91648819113444e-06,1.55366825864719e-05,2.1408035561704e-05,4.47396973974409e-05,0.000255364641093273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","10",96,0,0,0,35,2,25,19,2,3,0,9.5e+07,9.6e+07,0,0,0,0.000182391411970088,8.96418806866568e-05,0.000349196150461637,0.00022163379098767,4.17179449740306e-05,5.47955213793859e-05,0,0,0,0,0,1.08749535676335e-05,7.1967661823025e-06,1.97216273037815e-06,1.29472354887266e-05,1.16215050192108e-05,4.7451194209407e-05,9.20638171976585e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","10",97,0,0,0,49,3,32,44,18,2,2,9.6e+07,9.7e+07,0,0,0,0.000255347976758123,0.000134462821029985,0.000446971072590896,0.000513257200181973,0.000375461504766275,3.65303475862573e-05,0.000294898260100265,0,0,0,3.87951791134076e-05,1.63124303514503e-05,6.47708956407225e-05,1.31477515358543e-06,1.657246142557e-05,2.69129589918565e-05,6.64316718931699e-05,0.000231110372569762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","10",98,0,0,0,29,13,40,18,40,7,4,9.7e+07,9.8e+07,0,0,0,0.000151124312775216,0.000582672224463269,0.00055871384073862,0.000209968854619898,0.000834358899480612,0.0001278562165519,0.000589796520200531,0,0,0,7.75903582268151e-05,7.0687198189618e-05,0.00014393532364605,4.60171303754901e-06,2.07155767819625e-05,1.10098468603049e-05,3.93167037735087e-05,0.000367856720515808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","10",99,0,0,0,50,9,23,5,19,3,5,9.8e+07,9.9e+07,0,0,0,0.000260559159957268,0.000403388463089956,0.000321260458424706,5.83246818388606e-05,0.000396320477253291,5.47955213793859e-05,0.000737245650250664,0,0,0,9.69879477835189e-05,4.89372910543509e-05,6.83692787318737e-05,1.97216273037815e-06,1.19114566496284e-05,3.05829079452914e-06,6.77874202991529e-05,0.000299023848043432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","10",100,0,2,0,24,7,27,14,38,14,6,9.9e+07,1e+08,0,0.000785545954438335,0,0.000125068396779489,0.000313746582403299,0.000377131842498568,0.00016330910914881,0.000792640954506581,0.000255712433103801,0.000884694780300796,0,0,5.36208842620024e-06,0.000116385537340223,3.80623374867174e-05,0.000136738557463747,9.20342607509802e-06,1.39830143278247e-05,8.5632142246816e-06,3.25379617435934e-05,0.000360836137088085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","10",101,0,6,0,34,2,14,19,44,8,1,1e+08,1.01e+08,0,0.002356637863315,0,0.000177180228770942,8.96418806866568e-05,0.000195549844258517,0.00022163379098767,0.000917794789428673,0.000146121390345029,0.000147449130050133,0,0,1.60862652786007e-05,1.93975895567038e-05,1.08749535676335e-05,0.000158328856010655,5.25910061434173e-06,7.25045187368687e-06,1.16215050192108e-05,4.6095445803424e-05,0.000274914167724256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","10",102,2,1,0,43,7,15,22,25,8,0,1.01e+08,1.02e+08,0.000859845227858985,0.000392772977219167,0,0.000224080877563251,0.000313746582403299,0.000209517690276982,0.000256628600090987,0.000521474312175382,0.000146121390345029,0,0.000122453912375822,0,2.68104421310012e-06,0,3.80623374867174e-05,8.99595772787812e-05,5.25910061434173e-06,7.76834129323593e-06,1.34564794959282e-05,5.82971814572715e-05,0.000337937974215198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","10",103,0,4,0,38,2,15,13,58,7,5,1.02e+08,1.03e+08,0,0.00157109190887667,0,0.000198024961567524,8.96418806866568e-05,0.000209517690276982,0.000151644172781037,0.00120982040424689,0.0001278562165519,0.000737245650250664,0,0,1.07241768524005e-05,9.69879477835189e-05,1.08749535676335e-05,0.000208706219286772,4.60171303754901e-06,7.76834129323593e-06,7.95155606577578e-06,5.15184394273562e-05,0.000399133347314242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","10",104,7,0,0,41,8,29,18,48,4,0,1.03e+08,1.04e+08,0.00300945829750645,0,0,0.00021365851116496,0.000358567522746627,0.000405067534535499,0.000209968854619898,0.00100123067937673,7.30606951725146e-05,0,0.000428588693315377,0,0,0,4.34998142705342e-05,0.00017272238837526,2.62955030717086e-06,1.50187931669228e-05,1.10098468603049e-05,5.55856846453054e-05,0.000729054770940875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","10",105,3,0,0,51,11,13,32,70,3,14,1.04e+08,1.05e+08,0.00128976784178848,0,0,0.000265770343156414,0.000493030343776612,0.000181581998240051,0.000373277963768708,0.00146012807409107,5.47955213793859e-05,0.00206428782070186,0.000183680868563733,0,0,0.000271566253793853,5.98122446219845e-05,0.000251886816380587,1.97216273037815e-06,6.73256245413781e-06,1.95730610849865e-05,6.9143168705136e-05,0.000864367138334796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","10",106,1,5,0,36,5,29,19,37,4,3,1.05e+08,1.06e+08,0.000429922613929493,0.00196386488609584,0,0.000187602595169233,0.000224104701716642,0.000405067534535499,0.00022163379098767,0.000771781982019566,7.30606951725146e-05,0.000442347390150398,6.1226956187911e-05,0,1.34052210655006e-05,5.81927686701113e-05,2.71873839190839e-05,0.000133140174372596,2.62955030717086e-06,1.50187931669228e-05,1.16215050192108e-05,4.88069426153901e-05,0.000371229295323898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","10",107,0,1,0,33,0,26,10,43,4,0,1.06e+08,1.07e+08,0,0.000392772977219167,0,0.000171969045571797,0,0.000363163996480103,0.000116649363677721,0.000896935816941657,7.30606951725146e-05,0,0,0,2.68104421310012e-06,0,0,0.000154730472919504,2.62955030717086e-06,1.34651249082756e-05,6.11658158905829e-06,4.47396973974409e-05,0.000224362471334549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","10",108,0,0,0,17,6,22,19,29,8,0,1.07e+08,1.08e+08,0,0,0,8.85901143854712e-05,0.00026892564205997,0.000307292612406241,0.00022163379098767,0.000604910202123443,0.000146121390345029,0,0,0,0,0,3.26248607029006e-05,0.000104353109643386,5.25910061434173e-06,1.13935672300794e-05,1.16215050192108e-05,2.3047722901712e-05,0.000188299866111631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","10",109,0,0,0,35,8,21,50,33,18,0,1.08e+08,1.09e+08,0,0,0,0.000182391411970088,0.000358567522746627,0.000293324766387775,0.000583246818388606,0.000688346092071505,0.000328773128276316,0,0,0,0,0,4.34998142705342e-05,0.000118746642007991,1.18329763822689e-05,1.08756778105303e-05,3.05829079452915e-05,4.7451194209407e-05,0.000262989212626023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","10",110,2,1,0,20,8,19,29,11,10,0,1.09e+08,1.1e+08,0.000859845227858985,0.000392772977219167,0,0.000104223663982907,0.000358567522746627,0.000265389074350844,0.000338283154665391,0.000229448697357168,0.000182651737931286,0,0.000122453912375822,0,2.68104421310012e-06,0,4.34998142705342e-05,3.95822140026637e-05,6.57387576792716e-06,9.83989897143218e-06,1.7738086608269e-05,2.71149681196612e-05,0.00026948381432941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","10",111,0,0,0,20,9,19,49,46,8,0,1.1e+08,1.11e+08,0,0,0,0.000104223663982907,0.000403388463089956,0.000265389074350844,0.000571581882020834,0.000959512734402703,0.000146121390345029,0,0,0,0,0,4.89372910543509e-05,0.000165525622192957,5.25910061434173e-06,9.83989897143218e-06,2.99712497863856e-05,2.71149681196612e-05,0.000286648130739129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","10",112,0,0,0,24,5,17,40,36,21,4,1.11e+08,1.12e+08,0,0,0,0.000125068396779489,0.000224104701716642,0.000237453382313913,0.000466597454710885,0.00075092300953255,0.000383568649655701,0.000589796520200531,0,0,0,7.75903582268151e-05,2.71873839190839e-05,0.000129541791281445,1.3805139112647e-05,8.80412013233406e-06,2.44663263562332e-05,3.25379617435934e-05,0.000313933080772152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","10",113,0,2,0,35,7,16,28,60,6,0,1.12e+08,1.13e+08,0,0.000785545954438335,0,0.000182391411970088,0.000313746582403299,0.000223485536295448,0.000326618218297619,0.00125153834922092,0.000109591042758772,0,0,0,5.36208842620024e-06,0,3.80623374867174e-05,0.000215902985469075,3.9443254607563e-06,8.28623071278499e-06,1.71264284493632e-05,4.7451194209407e-05,0.000336135590214304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","10",114,0,0,0,46,7,19,22,45,4,2,1.13e+08,1.14e+08,0,0,0,0.000239714427160687,0.000313746582403299,0.000265389074350844,0.000256628600090987,0.000938653761915688,7.30606951725146e-05,0.000294898260100265,0,0,0,3.87951791134076e-05,3.80623374867174e-05,0.000161927239101806,2.62955030717086e-06,9.83989897143218e-06,1.34564794959282e-05,6.23644266752207e-05,0.000327075111151683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","10",115,0,0,0,56,28,16,34,86,11,5,1.14e+08,1.15e+08,0,0,0,0.00029182625915214,0.0012549863296132,0.000223485536295448,0.000396607836504252,0.00179387163388331,0.000200916911724415,0.000737245650250664,0,0,0,9.69879477835189e-05,0.00015224934994687,0.000309460945839007,7.23126334471987e-06,8.28623071278499e-06,2.07963774027982e-05,7.59219107350513e-05,0.00067093402576475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"366","10",116,0,0,0,34,0,17,20,111,2,0,1.15e+08,1.16e+08,0,0,0,0.000177180228770942,0,0.000237453382313913,0.000233298727355442,0.0023153459460587,3.65303475862573e-05,0,0,0,0,0,0,0.000399420523117789,1.31477515358543e-06,8.80412013233406e-06,1.22331631781166e-05,4.6095445803424e-05,0.000467868027385249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"367","10",117,0,0,0,36,1,21,11,73,5,2,1.16e+08,1.17e+08,0,0,0,0.000187602595169233,4.48209403433284e-05,0.000293324766387775,0.000128314300045493,0.00152270499155212,9.13258689656432e-05,0.000294898260100265,0,0,0,3.87951791134076e-05,5.43747678381677e-06,0.000262681965654041,3.28693788396358e-06,1.08756778105303e-05,6.72823974796412e-06,4.88069426153901e-05,0.000376612419609114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","10",118,0,0,0,34,7,19,43,100,8,0,1.17e+08,1.18e+08,0,0,0,0.000177180228770942,0.000313746582403299,0.000265389074350844,0.000501592263814201,0.00208589724870153,0.000146121390345029,0,0,0,0,0,3.80623374867174e-05,0.000359838309115125,5.25910061434173e-06,9.83989897143218e-06,2.63013008329506e-05,4.6095445803424e-05,0.000485396392823991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"369","10",119,0,0,0,40,3,28,48,16,5,11,1.18e+08,1.19e+08,0,0,0,0.000208447327965815,0.000134462821029985,0.000391099688517034,0.000559916945653061,0.000333743559792245,9.13258689656432e-05,0.00162194043055146,0,0,0,0.000213373485123742,1.63124303514503e-05,5.757412945842e-05,3.28693788396358e-06,1.45009037473737e-05,2.93595916274798e-05,5.42299362393223e-05,0.000388637414431751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","10",120,0,1,0,25,11,33,14,9,2,0,1.19e+08,1.2e+08,0,0.000392772977219167,0,0.000130279579978634,0.000493030343776612,0.000460938918609361,0.00016330910914881,0.000187730752383138,3.65303475862573e-05,0,0,0,2.68104421310012e-06,0,5.98122446219845e-05,3.23854478203612e-05,1.31477515358543e-06,1.7090350845119e-05,8.5632142246816e-06,3.38937101495765e-05,0.000155740787028408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","10",121,0,0,0,37,6,38,21,9,7,2,1.2e+08,1.21e+08,0,0,0,0.000192813778368379,0.00026892564205997,0.000530778148701689,0.000244963663723214,0.000187730752383138,0.0001278562165519,0.000294898260100265,0,0,0,3.87951791134076e-05,3.26248607029006e-05,3.23854478203612e-05,4.60171303754901e-06,1.96797979428644e-05,1.28448213370224e-05,5.01626910213732e-05,0.000191094510975478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","10",122,4,2,0,42,9,29,11,29,3,0,1.21e+08,1.22e+08,0.00171969045571797,0.000785545954438335,0,0.000218869694364105,0.000403388463089956,0.000405067534535499,0.000128314300045493,0.000604910202123443,5.47955213793859e-05,0,0.000244907824751644,0,5.36208842620024e-06,0,4.89372910543509e-05,0.000104353109643386,1.97216273037815e-06,1.50187931669228e-05,6.72823974796412e-06,5.69414330512884e-05,0.000484220942572135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","10",123,0,2,0,78,5,27,17,11,15,0,1.22e+08,1.23e+08,0,0.000785545954438335,0,0.000406472289533339,0.000224104701716642,0.000377131842498568,0.000198303918252126,0.000229448697357168,0.00027397760689693,0,0,0,5.36208842620024e-06,0,2.71873839190839e-05,3.95822140026637e-05,9.86081365189074e-06,1.39830143278247e-05,1.03981887013991e-05,0.000105748375666679,0.000212122078695741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","10",124,0,0,0,145,7,23,18,8,2,0,1.23e+08,1.24e+08,0,0,0,0.000755621563876078,0.000313746582403299,0.000321260458424706,0.000209968854619898,0.000166871779896122,3.65303475862573e-05,0,0,0,0,0,3.80623374867174e-05,2.878706472921e-05,1.31477515358543e-06,1.19114566496284e-05,1.10098468603049e-05,0.000196583518867543,0.00028766899974699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","10",125,0,0,0,76,5,16,24,26,0,0,1.24e+08,1.25e+08,0,0,0,0.000396049923135048,0.000224104701716642,0.000223485536295448,0.000279958472826531,0.000542333284662397,0,0,0,0,0,0,2.71873839190839e-05,9.35579603699324e-05,0,8.28623071278499e-06,1.46797958137399e-05,0.000103036878854712,0.000246748249670254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","10",126,0,0,0,34,3,12,19,54,5,2,1.25e+08,1.26e+08,0,0,0,0.000177180228770942,0.000134462821029985,0.000167614152221586,0.00022163379098767,0.00112638451429883,9.13258689656432e-05,0.000294898260100265,0,0,0,3.87951791134076e-05,1.63124303514503e-05,0.000194312686922167,3.28693788396358e-06,6.21467303458874e-06,1.16215050192108e-05,4.6095445803424e-05,0.000316638858128212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","10",127,0,1,0,51,0,16,34,5,28,0,1.26e+08,1.27e+08,0,0.000392772977219167,0,0.000265770343156414,0,0.000223485536295448,0.000396607836504252,0.000104294862435076,0.000511424866207602,0,0,0,2.68104421310012e-06,0,0,1.79919154557562e-05,1.8406852150196e-05,8.28623071278499e-06,2.07963774027982e-05,6.9143168705136e-05,0.000137305588639772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","10",128,0,1,0,42,2,22,57,9,9,8,1.27e+08,1.28e+08,0,0.000392772977219167,0,0.000218869694364105,8.96418806866568e-05,0.000307292612406241,0.00066490137296301,0.000187730752383138,0.000164386564138158,0.00117959304040106,0,0,2.68104421310012e-06,0.00015518071645363,1.08749535676335e-05,3.23854478203612e-05,5.91648819113444e-06,1.13935672300794e-05,3.48645150576322e-05,5.69414330512884e-05,0.00031023816558486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","10",129,0,0,0,18,2,12,25,24,6,0,1.28e+08,1.29e+08,0,0,0,9.38012975846166e-05,8.96418806866568e-05,0.000167614152221586,0.000291623409194303,0.000500615339688367,0.000109591042758772,0,0,0,0,0,1.08749535676335e-05,8.636119418763e-05,3.9443254607563e-06,6.21467303458874e-06,1.52914539726457e-05,2.44034713076951e-05,0.000147090071530949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","10",130,0,0,0,32,7,26,25,36,2,0,1.29e+08,1.3e+08,0,0,0,0.000166757862372652,0.000313746582403299,0.000363163996480103,0.000291623409194303,0.00075092300953255,3.65303475862573e-05,0,0,0,0,0,3.80623374867174e-05,0.000129541791281445,1.31477515358543e-06,1.34651249082756e-05,1.52914539726457e-05,4.33839489914579e-05,0.000241059431794127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","10",131,1,0,0,44,1,10,24,9,2,1,1.3e+08,1.31e+08,0.000429922613929493,0,0,0.000229292060762396,4.48209403433284e-05,0.000139678460184655,0.000279958472826531,0.000187730752383138,3.65303475862573e-05,0.000147449130050133,6.1226956187911e-05,0,0,1.93975895567038e-05,5.43747678381677e-06,3.23854478203612e-05,1.31477515358543e-06,5.17889419549062e-06,1.46797958137399e-05,5.96529298632546e-05,0.000199273865374863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","10",132,0,0,0,30,0,25,53,0,8,0,1.31e+08,1.32e+08,0,0,0,0.000156335495974361,0,0.000349196150461637,0.000618241627491922,0,0.000146121390345029,0,0,0,0,0,0,0,5.25910061434173e-06,1.29472354887266e-05,3.24178824220089e-05,4.06724521794918e-05,9.1296670704569e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","10",133,0,0,0,31,0,17,34,2,7,10,1.32e+08,1.33e+08,0,0,0,0.000161546679173506,0,0.000237453382313913,0.000396607836504252,4.17179449740306e-05,0.0001278562165519,0.00147449130050133,0,0,0,0.000193975895567038,0,7.1967661823025e-06,4.60171303754901e-06,8.80412013233406e-06,2.07963774027982e-05,4.20282005854748e-05,0.000277403072907496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","10",134,1,0,2,31,1,18,11,1,7,0,1.33e+08,1.34e+08,0.000429922613929493,0,0.00128122998078155,0.000161546679173506,4.48209403433284e-05,0.000251421228332379,0.000128314300045493,2.08589724870153e-05,0.0001278562165519,0,6.1226956187911e-05,5.08834742600181e-05,0,0,5.43747678381677e-06,3.59838309115125e-06,4.60171303754901e-06,9.32200955188312e-06,6.72823974796412e-06,4.20282005854748e-05,0.000183826453245768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","10",135,0,4,0,57,0,15,38,18,8,4,1.34e+08,1.35e+08,0,0.00157109190887667,0,0.000297037442351286,0,0.000209517690276982,0.00044326758197534,0.000375461504766275,0.000146121390345029,0.000589796520200531,0,0,1.07241768524005e-05,7.75903582268151e-05,0,6.47708956407225e-05,5.25910061434173e-06,7.76834129323593e-06,2.32430100384215e-05,7.72776591410343e-05,0.000266633541806972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","10",136,0,3,0,17,0,16,16,0,0,0,1.35e+08,135534747,0,0.0011783189316575,0,8.85901143854712e-05,0,0.000223485536295448,0.000186638981884354,0,0,0,0,0,8.04313263930035e-06,0,0,0,0,8.28623071278499e-06,9.78653054249326e-06,2.3047722901712e-05,4.91636167962906e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","11",1,0,0,0,62,0,31,42,9,19,5,0,1e+06,0,0,0,0.000323093358347013,0,0.00043300322657243,0.000489927327446429,0.000187730752383138,0.000347038302069444,0.000737245650250664,0,0,0,9.69879477835189e-05,0,3.23854478203612e-05,1.24903639590616e-05,1.60545720060209e-05,2.56896426740448e-05,8.40564011709496e-05,0.000267664375413957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","11",2,2,8,0,42,7,21,41,14,9,5,1e+06,2e+06,0.000859845227858985,0.00314218381775334,0,0.000218869694364105,0.000313746582403299,0.000293324766387775,0.000478262391078657,0.000292025614818214,0.000164386564138158,0.000737245650250664,0.000122453912375822,0,2.14483537048009e-05,9.69879477835189e-05,3.80623374867174e-05,5.03773632761175e-05,5.91648819113444e-06,1.08756778105303e-05,2.5077984515139e-05,5.69414330512884e-05,0.000428141498195069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"389","11",3,0,2,0,57,18,34,36,15,9,0,2e+06,3e+06,0,0.000785545954438335,0,0.000297037442351286,0.000806776926179911,0.000474906764627827,0.000419937709239796,0.000312884587305229,0.000164386564138158,0,0,0,5.36208842620024e-06,0,9.78745821087019e-05,5.39757463672687e-05,5.91648819113444e-06,1.76082402646681e-05,2.20196937206098e-05,7.72776591410343e-05,0.000280034498219618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","11",4,0,0,0,26,10,17,37,14,15,2,3e+06,4e+06,0,0,0,0.00013549076317778,0.000448209403433284,0.000237453382313913,0.000431602645607568,0.000292025614818214,0.00027397760689693,0.000294898260100265,0,0,0,3.87951791134076e-05,5.43747678381677e-05,5.03773632761175e-05,9.86081365189074e-06,8.80412013233406e-06,2.26313518795157e-05,3.52494585555595e-05,0.000220093054446993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","11",5,0,0,0,28,4,16,18,8,9,0,4e+06,5e+06,0,0,0,0.00014591312957607,0.000179283761373314,0.000223485536295448,0.000209968854619898,0.000166871779896122,0.000164386564138158,0,0,0,0,0,2.17499071352671e-05,2.878706472921e-05,5.91648819113444e-06,8.28623071278499e-06,1.10098468603049e-05,3.79609553675256e-05,0.000113710492996227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392","11",6,0,0,2,53,4,10,33,9,14,0,5e+06,6e+06,0,0,0.00128122998078155,0.000276192709554704,0.000179283761373314,0.000139678460184655,0.00038494290013648,0.000187730752383138,0.000255712433103801,0,0,5.08834742600181e-05,0,0,2.17499071352671e-05,3.23854478203612e-05,9.20342607509802e-06,5.17889419549062e-06,2.01847192438924e-05,7.18546655171021e-05,0.000211440534247229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
