"chr","new_wind","count_sl_15_30","count_sl_16_50","count_sl_6_15","length_sl_15_30","length_sl_16_50","length_sl_6_15","from","to","coverage_sl_15_30","coverage_sl_16_50","coverage_sl_6_15"
"12",103,8391,266,17802,480853,10581,517359,102000000,103000000,0.480853,0.010581,0.517359
"12",104,8317,286,17675,467401,13403,511991,103000000,104000000,0.467401,0.013403,0.511991
"12",105,8482,263,17913,468165,11173,503606,104000000,105000000,0.468165,0.011173,0.503606
"12",106,8401,272,17828,473451,12054,510608,105000000,106000000,0.473451,0.012054,0.510608
"12",107,8284,243,17690,455804,10784,498349,106000000,107000000,0.455804,0.010784,0.498349
"12",108,8438,266,17759,463268,10924,501712,107000000,108000000,0.463268,0.010924,0.501712
"12",109,8388,228,17751,459788,10093,496205,108000000,109000000,0.459788,0.010093,0.496205
"12",110,8018,207,17061,435091,9569,474941,109000000,110000000,0.435091,0.009569,0.474941
"12",111,8469,216,17933,469119,9344,504466,110000000,111000000,0.469119,0.009344,0.504466
"12",112,8277,218,17870,458135,9196,496660,111000000,112000000,0.458135,0.009196,0.49666
"12",113,8504,285,18126,471220,11489,505862,112000000,113000000,0.47122,0.011489,0.505862
"12",114,8190,219,17539,444934,11189,487379,113000000,114000000,0.444934,0.011189,0.487379
"12",115,8342,263,17831,449654,11101,494613,114000000,115000000,0.449654,0.011101,0.494613
"12",116,8228,254,17598,446547,11790,487401,115000000,116000000,0.446547,0.01179,0.487401
"12",117,8393,276,17655,465935,11301,499445,116000000,117000000,0.465935,0.011301,0.499445
"12",118,8349,215,17796,447826,8865,491122,117000000,118000000,0.447826,0.008865,0.491122
"12",119,8264,249,17799,457559,10702,494560,118000000,119000000,0.457559,0.010702,0.49456
"12",120,8206,234,17604,438064,9896,484501,119000000,120000000,0.438064,0.009896,0.484501
"12",121,8393,252,18014,456051,10622,499356,120000000,121000000,0.456051,0.010622,0.499356
"12",122,8352,262,17819,460365,13482,496577,121000000,122000000,0.460365,0.013482,0.496577
"12",123,8092,221,17121,443553,8920,471683,122000000,123000000,0.443553,0.00892,0.471683
"12",124,8463,215,18034,470797,9162,504401,123000000,124000000,0.470797,0.009162,0.504401
"12",125,8227,229,17613,454837,9722,494076,124000000,125000000,0.454837,0.009722,0.494076
"12",126,8359,233,17743,447118,9703,489231,125000000,126000000,0.447118,0.009703,0.489231
"12",127,8373,266,17723,470062,11670,507720,126000000,127000000,0.470062,0.01167,0.50772
"12",128,8403,317,17639,476317,15915,509838,127000000,128000000,0.476317,0.015915,0.509838
"12",129,8349,290,17556,462478,16261,504005,128000000,129000000,0.462478,0.016261,0.504005
"12",130,8307,214,17565,447530,9407,491272,129000000,130000000,0.44753,0.009407,0.491272
"12",131,8349,200,17691,454543,8749,497411,130000000,131000000,0.454543,0.008749,0.497411
"12",132,8211,238,17371,453651,10963,496784,131000000,132000000,0.453651,0.010963,0.496784
"12",133,7160,176,15390,401104,8194,444442,132000000,133000000,0.401104,0.008194,0.444442
"12",134,6860,183,14900,390972,7704,423544,133000000,133851895,0.390972,0.007704,0.423544
"13",1,0,0,0,0,0,0,0,1000000,0,0,0
"13",2,0,0,0,0,0,0,1000000,2000000,0,0,0
"13",3,0,0,0,0,0,0,2000000,3000000,0,0,0
"13",4,0,0,0,0,0,0,3000000,4000000,0,0,0
"13",5,0,0,0,0,0,0,4000000,5000000,0,0,0
"13",6,0,0,0,0,0,0,5000000,6000000,0,0,0
"13",7,0,0,0,0,0,0,6000000,7000000,0,0,0
"13",8,0,0,0,0,0,0,7000000,8000000,0,0,0
"13",9,0,0,0,0,0,0,8000000,9000000,0,0,0
"13",10,0,0,0,0,0,0,9000000,10000000,0,0,0
"13",11,0,0,0,0,0,0,10000000,11000000,0,0,0
"13",12,0,0,0,0,0,0,11000000,12000000,0,0,0
"13",13,0,0,0,0,0,0,12000000,13000000,0,0,0
"13",14,0,0,0,0,0,0,13000000,14000000,0,0,0
"13",15,0,0,0,0,0,0,14000000,15000000,0,0,0
"13",16,0,0,0,0,0,0,15000000,16000000,0,0,0
"13",17,0,0,0,0,0,0,16000000,17000000,0,0,0
"13",18,0,0,0,0,0,0,17000000,18000000,0,0,0
"13",19,0,0,0,0,0,0,18000000,19000000,0,0,0
"13",20,8087,246,17050,470770,10423,502526,19000000,20000000,0.47077,0.010423,0.502526
"13",21,8386,279,17651,477487,11829,514294,20000000,21000000,0.477487,0.011829,0.514294
"13",22,8457,260,17748,484321,12008,513248,21000000,22000000,0.484321,0.012008,0.513248
"13",23,8242,237,17560,466084,13275,509538,22000000,23000000,0.466084,0.013275,0.509538
"13",24,8375,318,17597,494825,15091,522245,23000000,24000000,0.494825,0.015091,0.522245
"13",25,8409,260,17812,477065,11938,514041,24000000,25000000,0.477065,0.011938,0.514041
"13",26,8350,256,17891,474112,12090,513738,25000000,26000000,0.474112,0.01209,0.513738
"13",27,8438,274,17861,473151,11845,510913,26000000,27000000,0.473151,0.011845,0.510913
"13",28,8415,231,17868,463434,10457,502668,27000000,28000000,0.463434,0.010457,0.502668
"13",29,8391,272,17751,479489,12827,509392,28000000,29000000,0.479489,0.012827,0.509392
"13",30,8235,287,17611,456355,12700,502447,29000000,30000000,0.456355,0.0127,0.502447
"13",31,8205,253,17682,462590,10971,503243,30000000,31000000,0.46259,0.010971,0.503243
"13",32,8353,260,17747,462986,10299,504310,31000000,32000000,0.462986,0.010299,0.50431
"13",33,8454,292,17689,486556,13207,517310,32000000,33000000,0.486556,0.013207,0.51731
"13",34,8404,285,17674,480771,12327,515197,33000000,34000000,0.480771,0.012327,0.515197
"13",35,8486,310,17678,490642,14103,522641,34000000,35000000,0.490642,0.014103,0.522641
"13",36,8362,342,17567,504806,14683,532520,35000000,36000000,0.504806,0.014683,0.53252
"13",37,8473,288,17877,498934,11412,525511,36000000,37000000,0.498934,0.011412,0.525511
"13",38,8381,281,17849,485188,11510,519853,37000000,38000000,0.485188,0.01151,0.519853
"13",39,8396,337,17553,509780,14999,535226,38000000,39000000,0.50978,0.014999,0.535226
"13",40,8426,314,17725,498037,14733,528048,39000000,40000000,0.498037,0.014733,0.528048
"13",41,8469,299,17717,478459,13223,514363,40000000,41000000,0.478459,0.013223,0.514363
"13",42,8423,272,17841,483218,13460,516371,41000000,42000000,0.483218,0.01346,0.516371
"13",43,8481,344,17664,496098,15309,527259,42000000,43000000,0.496098,0.015309,0.527259
"13",44,8452,257,17695,468010,10136,506910,43000000,44000000,0.46801,0.010136,0.50691
"13",45,8392,257,17774,470386,10776,509627,44000000,45000000,0.470386,0.010776,0.509627
"13",46,8412,278,17811,472234,13225,508475,45000000,46000000,0.472234,0.013225,0.508475
"13",47,8353,270,17658,468954,11417,509886,46000000,47000000,0.468954,0.011417,0.509886
"13",48,8369,301,17714,488351,13178,520111,47000000,48000000,0.488351,0.013178,0.520111
"13",49,8294,269,17516,464841,11096,508863,48000000,49000000,0.464841,0.011096,0.508863
"13",50,8331,337,17640,482419,13934,517378,49000000,50000000,0.482419,0.013934,0.517378
"13",51,8414,282,17846,480570,12543,516493,50000000,51000000,0.48057,0.012543,0.516493
"13",52,8355,273,17767,474756,11277,513962,51000000,52000000,0.474756,0.011277,0.513962
"13",53,8270,274,17647,466321,11163,504671,52000000,53000000,0.466321,0.011163,0.504671
"13",54,8426,267,17658,468643,10975,508317,53000000,54000000,0.468643,0.010975,0.508317
"13",55,8488,366,17716,512471,15098,537758,54000000,55000000,0.512471,0.015098,0.537758
"13",56,8338,379,17516,531366,16086,546409,55000000,56000000,0.531366,0.016086,0.546409
"13",57,8271,438,17593,541028,18794,555104,56000000,57000000,0.541028,0.018794,0.555104
"13",58,8336,461,17369,544601,20582,557381,57000000,58000000,0.544601,0.020582,0.557381
"13",59,8536,453,17599,540200,19456,555750,58000000,59000000,0.5402,0.019456,0.55575
"13",60,8331,323,17585,507448,15252,536434,59000000,60000000,0.507448,0.015252,0.536434
"13",61,8489,316,17740,492894,12809,520643,60000000,61000000,0.492894,0.012809,0.520643
"13",62,8371,357,17656,506459,15687,536225,61000000,62000000,0.506459,0.015687,0.536225
"13",63,8451,469,17579,553928,22126,565120,62000000,63000000,0.553928,0.022126,0.56512
"13",64,8355,464,17631,555020,21251,568329,63000000,64000000,0.55502,0.021251,0.568329
"13",65,8457,423,17618,552309,18574,561619,64000000,65000000,0.552309,0.018574,0.561619
"13",66,8463,408,17702,547410,18574,558259,65000000,66000000,0.54741,0.018574,0.558259
"13",67,8412,403,17499,533629,18439,548308,66000000,67000000,0.533629,0.018439,0.548308
"13",68,8711,454,17751,563189,19297,562814,67000000,68000000,0.563189,0.019297,0.562814
"13",69,8409,407,17646,539862,18493,554980,68000000,69000000,0.539862,0.018493,0.55498
"13",70,8409,492,17506,555639,21238,566842,69000000,70000000,0.555639,0.021238,0.566842
"13",71,8499,460,17616,547592,20495,560752,70000000,71000000,0.547592,0.020495,0.560752
"13",72,8492,380,17638,544182,16298,557111,71000000,72000000,0.544182,0.016298,0.557111
"13",73,8511,375,17796,537245,16833,551397,72000000,73000000,0.537245,0.016833,0.551397
"13",74,8527,292,17888,499599,13609,527865,73000000,74000000,0.499599,0.013609,0.527865
"13",75,8482,292,17930,494400,12002,522858,74000000,75000000,0.4944,0.012002,0.522858
"13",76,8359,299,17760,489983,13914,525622,75000000,76000000,0.489983,0.013914,0.525622
"13",77,8409,316,17670,499006,14944,527020,76000000,77000000,0.499006,0.014944,0.52702
"13",78,8346,333,17611,503245,14587,527347,77000000,78000000,0.503245,0.014587,0.527347
"13",79,8479,293,17660,500436,12835,529586,78000000,79000000,0.500436,0.012835,0.529586
"13",80,8460,332,17631,495033,15052,526852,79000000,80000000,0.495033,0.015052,0.526852
"13",81,8359,301,17740,487087,13129,520590,80000000,81000000,0.487087,0.013129,0.52059
"13",82,8347,345,17400,516813,14951,540054,81000000,82000000,0.516813,0.014951,0.540054
"13",83,8285,424,17462,532232,18705,551701,82000000,83000000,0.532232,0.018705,0.551701
"13",84,8362,469,17607,548756,22205,562962,83000000,84000000,0.548756,0.022205,0.562962
"13",85,8442,460,17669,542509,19696,557714,84000000,85000000,0.542509,0.019696,0.557714
"13",86,8380,471,17538,544523,22249,559211,85000000,86000000,0.544523,0.022249,0.559211
"13",87,7177,410,15005,473480,19696,484456,86000000,87000000,0.47348,0.019696,0.484456
"13",88,8442,460,17433,550202,22738,561010,87000000,88000000,0.550202,0.022738,0.56101
"13",89,8448,455,17560,549949,22067,557078,88000000,89000000,0.549949,0.022067,0.557078
"13",90,8392,444,17471,546068,19365,559603,89000000,90000000,0.546068,0.019365,0.559603
"13",91,8490,469,17536,544565,20581,556722,90000000,91000000,0.544565,0.020581,0.556722
"13",92,8437,383,17691,521457,16670,541589,91000000,92000000,0.521457,0.01667,0.541589
"13",93,8407,365,17664,523614,16473,544567,92000000,93000000,0.523614,0.016473,0.544567
"13",94,8530,367,17683,519941,16940,543915,93000000,94000000,0.519941,0.01694,0.543915
"13",95,8663,336,17932,518541,14561,535231,94000000,95000000,0.518541,0.014561,0.535231
"13",96,8452,277,17847,479395,12023,509692,95000000,96000000,0.479395,0.012023,0.509692
"13",97,8274,301,17579,474593,12598,513006,96000000,97000000,0.474593,0.012598,0.513006
"13",98,8464,277,17746,482793,11736,514770,97000000,98000000,0.482793,0.011736,0.51477
"13",99,8255,238,17743,466091,10145,506238,98000000,99000000,0.466091,0.010145,0.506238
"13",100,8407,251,17759,465133,11492,505956,99000000,100000000,0.465133,0.011492,0.505956
"13",101,8468,268,17747,476030,10939,505187,100000000,101000000,0.47603,0.010939,0.505187
"13",102,8421,281,17751,475775,12634,513229,101000000,102000000,0.475775,0.012634,0.513229
"13",103,8424,397,17690,511059,17357,534570,102000000,103000000,0.511059,0.017357,0.53457
"13",104,8422,278,17822,483537,12291,521269,103000000,104000000,0.483537,0.012291,0.521269
"13",105,8385,372,17623,522953,17547,544334,104000000,105000000,0.522953,0.017547,0.544334
"13",106,8374,398,17711,526611,17350,546530,105000000,106000000,0.526611,0.01735,0.54653
"13",107,8495,355,17801,506802,15912,533551,106000000,107000000,0.506802,0.015912,0.533551
"13",108,8573,279,17666,492464,11614,519300,107000000,108000000,0.492464,0.011614,0.5193
"13",109,8393,330,17723,508955,14331,534755,108000000,109000000,0.508955,0.014331,0.534755
"13",110,8428,309,17669,498314,17477,525952,109000000,110000000,0.498314,0.017477,0.525952
"13",111,8261,260,17676,467745,13713,510225,110000000,111000000,0.467745,0.013713,0.510225
"13",112,8321,226,17902,459810,9849,507645,111000000,112000000,0.45981,0.009849,0.507645
"13",113,6973,176,15081,392946,7215,425554,112000000,113000000,0.392946,0.007215,0.425554
"13",114,8217,201,17814,465255,7795,506896,113000000,114000000,0.465255,0.007795,0.506896
"13",115,6346,129,13775,361821,5227,403306,114000000,115000000,0.361821,0.005227,0.403306
"13",116,983,30,2057,56084,1151,59865,115000000,115169878,0.056084,0.001151,0.059865
"14",1,0,0,0,0,0,0,0,1000000,0,0,0
"14",2,0,0,0,0,0,0,1000000,2000000,0,0,0
"14",3,0,0,0,0,0,0,2000000,3000000,0,0,0
"14",4,0,0,0,0,0,0,3000000,4000000,0,0,0
"14",5,0,0,0,0,0,0,4000000,5000000,0,0,0
"14",6,0,0,0,0,0,0,5000000,6000000,0,0,0
"14",7,0,0,0,0,0,0,6000000,7000000,0,0,0
"14",8,0,0,0,0,0,0,7000000,8000000,0,0,0
"14",9,0,0,0,0,0,0,8000000,9000000,0,0,0
"14",10,0,0,0,0,0,0,9000000,10000000,0,0,0
"14",11,0,0,0,0,0,0,10000000,11000000,0,0,0
"14",12,0,0,0,0,0,0,11000000,12000000,0,0,0
"14",13,0,0,0,0,0,0,12000000,13000000,0,0,0
"14",14,0,0,0,0,0,0,13000000,14000000,0,0,0
"14",15,0,0,0,0,0,0,14000000,15000000,0,0,0
"14",16,0,0,0,0,0,0,15000000,16000000,0,0,0
"14",17,0,0,0,0,0,0,16000000,17000000,0,0,0
"14",18,0,0,0,0,0,0,17000000,18000000,0,0,0
"14",19,0,0,0,0,0,0,18000000,19000000,0,0,0
"14",20,8470,253,17853,522301,10957,534604,19000000,20000000,0.522301,0.010957,0.534604
"14",21,8176,299,17381,479820,15657,511125,20000000,21000000,0.47982,0.015657,0.511125
"14",22,8348,221,17807,455478,9034,495717,21000000,22000000,0.455478,0.009034,0.495717
"14",23,8382,292,17776,474629,12541,513265,22000000,23000000,0.474629,0.012541,0.513265
"14",24,8129,225,17502,444349,8841,484478,23000000,24000000,0.444349,0.008841,0.484478
"14",25,8122,216,17388,440460,9124,485028,24000000,25000000,0.44046,0.009124,0.485028
"14",26,8361,283,17658,469775,12475,506431,25000000,26000000,0.469775,0.012475,0.506431
"14",27,8462,333,17770,503102,15959,528734,26000000,27000000,0.503102,0.015959,0.528734
"14",28,8564,385,17679,534491,16850,548141,27000000,28000000,0.534491,0.01685,0.548141
"14",29,8318,392,17612,521329,16505,543747,28000000,29000000,0.521329,0.016505,0.543747
"14",30,8455,389,17573,521379,17980,543343,29000000,30000000,0.521379,0.01798,0.543343
"14",31,8421,277,17662,493013,12498,523128,30000000,31000000,0.493013,0.012498,0.523128
"14",32,8614,292,18005,503477,12186,526677,31000000,32000000,0.503477,0.012186,0.526677
"14",33,8307,271,17590,470664,11494,509843,32000000,33000000,0.470664,0.011494,0.509843
"14",34,8652,292,17962,503183,11581,529081,33000000,34000000,0.503183,0.011581,0.529081
"14",35,8368,206,17799,461550,12121,504370,34000000,35000000,0.46155,0.012121,0.50437
"14",36,8453,241,18093,483600,10122,514063,35000000,36000000,0.4836,0.010122,0.514063
"14",37,8327,322,17633,488006,13539,524064,36000000,37000000,0.488006,0.013539,0.524064
"14",38,8443,292,17697,496071,12118,524289,37000000,38000000,0.496071,0.012118,0.524289
"14",39,8319,306,17555,480526,13520,517965,38000000,39000000,0.480526,0.01352,0.517965
"14",40,8224,294,17488,470377,12191,510554,39000000,40000000,0.470377,0.012191,0.510554
"14",41,8273,329,17482,498826,13947,530113,40000000,41000000,0.498826,0.013947,0.530113
"14",42,8291,434,17559,535863,19808,554167,41000000,42000000,0.535863,0.019808,0.554167
"14",43,8388,410,17492,530845,19668,551920,42000000,43000000,0.530845,0.019668,0.55192
"14",44,8216,469,17424,538966,20741,558879,43000000,44000000,0.538966,0.020741,0.558879
"14",45,8268,353,17478,514632,15123,539921,44000000,45000000,0.514632,0.015123,0.539921
"14",46,8320,289,17686,485980,13040,521952,45000000,46000000,0.48598,0.01304,0.521952
"14",47,8210,417,17592,506216,18077,541519,46000000,47000000,0.506216,0.018077,0.541519
"14",48,8502,412,17817,539666,17294,554445,47000000,48000000,0.539666,0.017294,0.554445
"14",49,8279,373,17564,510655,15971,541191,48000000,49000000,0.510655,0.015971,0.541191
"14",50,8199,261,17591,478053,12816,519130,49000000,50000000,0.478053,0.012816,0.51913
"14",51,8442,309,17948,484718,12441,518964,50000000,51000000,0.484718,0.012441,0.518964
"14",52,8438,274,17867,478701,11104,513534,51000000,52000000,0.478701,0.011104,0.513534
"14",53,8482,290,17734,482665,13272,516073,52000000,53000000,0.482665,0.013272,0.516073
"14",54,8364,266,17796,483613,11230,520308,53000000,54000000,0.483613,0.01123,0.520308
"14",55,8453,269,17830,475816,11197,512637,54000000,55000000,0.475816,0.011197,0.512637
"14",56,8427,258,17925,475972,11808,512571,55000000,56000000,0.475972,0.011808,0.512571
"14",57,8330,275,17561,469011,11533,508340,56000000,57000000,0.469011,0.011533,0.50834
"14",58,8408,313,17723,485092,13129,520165,57000000,58000000,0.485092,0.013129,0.520165
"14",59,8461,275,17913,480461,11223,515412,58000000,59000000,0.480461,0.011223,0.515412
"14",60,8469,237,17808,473532,10739,509177,59000000,60000000,0.473532,0.010739,0.509177
"14",61,8297,307,17463,484920,15037,521734,60000000,61000000,0.48492,0.015037,0.521734
"14",62,8364,278,17679,474702,12507,511434,61000000,62000000,0.474702,0.012507,0.511434
"14",63,8468,255,17729,476288,10934,510107,62000000,63000000,0.476288,0.010934,0.510107
"14",64,8373,305,17658,480335,12892,514699,63000000,64000000,0.480335,0.012892,0.514699
"14",65,8605,284,18114,491824,13206,519688,64000000,65000000,0.491824,0.013206,0.519688
"14",66,8461,268,17845,465481,11577,501336,65000000,66000000,0.465481,0.011577,0.501336
"14",67,8363,280,17535,467940,11846,504990,66000000,67000000,0.46794,0.011846,0.50499
"14",68,8197,308,17722,488237,13468,527246,67000000,68000000,0.488237,0.013468,0.527246
"14",69,8450,282,17867,475032,11602,510442,68000000,69000000,0.475032,0.011602,0.510442
"14",70,8433,235,17820,454894,9509,496889,69000000,70000000,0.454894,0.009509,0.496889
"14",71,8267,244,17672,451051,11302,492843,70000000,71000000,0.451051,0.011302,0.492843
"14",72,8161,281,17636,464745,12434,505793,71000000,72000000,0.464745,0.012434,0.505793
"14",73,8344,247,17740,463628,10665,501549,72000000,73000000,0.463628,0.010665,0.501549
"14",74,8435,240,17872,464111,10147,499577,73000000,74000000,0.464111,0.010147,0.499577
"14",75,8443,233,17992,465127,9457,498722,74000000,75000000,0.465127,0.009457,0.498722
"14",76,8452,226,17945,464621,9978,502603,75000000,76000000,0.464621,0.009978,0.502603
"14",77,8284,231,17643,450525,10342,491903,76000000,77000000,0.450525,0.010342,0.491903
"14",78,8404,233,17791,453136,9092,490932,77000000,78000000,0.453136,0.009092,0.490932
"14",79,8388,230,17848,454233,9144,491475,78000000,79000000,0.454233,0.009144,0.491475
"14",80,8525,314,17696,483958,13968,510541,79000000,80000000,0.483958,0.013968,0.510541
"14",81,8425,300,17858,482796,12987,516529,80000000,81000000,0.482796,0.012987,0.516529
"14",82,8429,297,17677,485468,12756,518095,81000000,82000000,0.485468,0.012756,0.518095
"14",83,8470,340,17817,487842,14479,517372,82000000,83000000,0.487842,0.014479,0.517372
"14",84,8535,419,17640,529985,19576,546871,83000000,84000000,0.529985,0.019576,0.546871
"14",85,8522,359,17737,527213,15504,542182,84000000,85000000,0.527213,0.015504,0.542182
"14",86,8511,376,17747,517155,17030,541747,85000000,86000000,0.517155,0.01703,0.541747
"14",87,8397,382,17490,510365,20850,532953,86000000,87000000,0.510365,0.02085,0.532953
"14",88,8457,324,17608,504010,14890,531735,87000000,88000000,0.50401,0.01489,0.531735
"14",89,8268,259,17755,457420,11325,506153,88000000,89000000,0.45742,0.011325,0.506153
"14",90,8325,256,17633,469466,11820,506175,89000000,90000000,0.469466,0.01182,0.506175
"14",91,8428,267,18106,470323,11141,510156,90000000,91000000,0.470323,0.011141,0.510156
"14",92,8356,248,17873,464119,10965,505197,91000000,92000000,0.464119,0.010965,0.505197
"14",93,8352,251,17694,465086,10677,503755,92000000,93000000,0.465086,0.010677,0.503755
"14",94,8330,238,17856,462042,11343,503898,93000000,94000000,0.462042,0.011343,0.503898
"14",95,8258,226,17817,458551,9600,504474,94000000,95000000,0.458551,0.0096,0.504474
"14",96,8243,243,17628,445009,9860,492250,95000000,96000000,0.445009,0.00986,0.49225
"14",97,8382,212,17758,454569,9414,496249,96000000,97000000,0.454569,0.009414,0.496249
"14",98,8401,215,17517,460658,8668,500036,97000000,98000000,0.460658,0.008668,0.500036
"14",99,8455,262,17780,466979,12149,506386,98000000,99000000,0.466979,0.012149,0.506386
"14",100,8333,230,17427,457480,9784,496152,99000000,100000000,0.45748,0.009784,0.496152
"14",101,8387,228,17816,466015,9335,503563,100000000,101000000,0.466015,0.009335,0.503563
"14",102,8223,222,17419,458617,9217,499414,101000000,102000000,0.458617,0.009217,0.499414
"14",103,8269,242,17782,456473,10435,499548,102000000,103000000,0.456473,0.010435,0.499548
"14",104,8371,210,18010,469953,8702,509192,103000000,104000000,0.469953,0.008702,0.509192
"14",105,8347,228,17686,476366,9172,514885,104000000,105000000,0.476366,0.009172,0.514885
"14",106,8294,203,17665,492418,7820,522566,105000000,106000000,0.492418,0.00782,0.522566
"14",107,8153,201,17468,467222,8497,506909,106000000,107000000,0.467222,0.008497,0.506909
"14",108,2405,68,5290,138527,2869,154412,107000000,107349540,0.138527,0.002869,0.154412
"15",1,0,0,0,0,0,0,0,1000000,0,0,0
"15",2,0,0,0,0,0,0,1000000,2000000,0,0,0
"15",3,0,0,0,0,0,0,2000000,3000000,0,0,0
"15",4,0,0,0,0,0,0,3000000,4000000,0,0,0
"15",5,0,0,0,0,0,0,4000000,5000000,0,0,0
"15",6,0,0,0,0,0,0,5000000,6000000,0,0,0
"15",7,0,0,0,0,0,0,6000000,7000000,0,0,0
"15",8,0,0,0,0,0,0,7000000,8000000,0,0,0
"15",9,0,0,0,0,0,0,8000000,9000000,0,0,0
"15",10,0,0,0,0,0,0,9000000,10000000,0,0,0
"15",11,0,0,0,0,0,0,10000000,11000000,0,0,0
"15",12,0,0,0,0,0,0,11000000,12000000,0,0,0
"15",13,0,0,0,0,0,0,12000000,13000000,0,0,0
"15",14,0,0,0,0,0,0,13000000,14000000,0,0,0
"15",15,0,0,0,0,0,0,14000000,15000000,0,0,0
"15",16,0,0,0,0,0,0,15000000,16000000,0,0,0
"15",17,0,0,0,0,0,0,16000000,17000000,0,0,0
"15",18,0,0,0,0,0,0,17000000,18000000,0,0,0
"15",19,0,0,0,0,0,0,18000000,19000000,0,0,0
"15",20,0,0,0,0,0,0,19000000,20000000,0,0,0
"15",21,7853,262,16645,453627,11144,487850,20000000,21000000,0.453627,0.011144,0.48785
"15",22,4249,146,9014,250800,6482,266424,21000000,22000000,0.2508,0.006482,0.266424
"15",23,7469,234,16047,436026,10452,465690,22000000,23000000,0.436026,0.010452,0.46569
"15",24,7918,240,16768,452597,10970,483586,23000000,24000000,0.452597,0.01097,0.483586
"15",25,8301,280,17777,475505,11807,514837,24000000,25000000,0.475505,0.011807,0.514837
"15",26,8434,268,17869,475747,12388,516114,25000000,26000000,0.475747,0.012388,0.516114
"15",27,8292,239,17655,464432,10748,505221,26000000,27000000,0.464432,0.010748,0.505221
"15",28,8274,275,17598,470747,14407,512936,27000000,28000000,0.470747,0.014407,0.512936
"15",29,8132,264,17624,468279,12169,507708,28000000,29000000,0.468279,0.012169,0.507708
"15",30,7912,219,16821,434346,8853,473216,29000000,30000000,0.434346,0.008853,0.473216
"15",31,8204,282,17613,467568,12238,508649,30000000,31000000,0.467568,0.012238,0.508649
"15",32,8308,224,17660,461317,10571,504882,31000000,32000000,0.461317,0.010571,0.504882
"15",33,8183,268,17491,460887,11684,504971,32000000,33000000,0.460887,0.011684,0.504971
"15",34,8469,252,17770,469939,10540,502111,33000000,34000000,0.469939,0.01054,0.502111
"15",35,8407,269,17818,478286,12011,510606,34000000,35000000,0.478286,0.012011,0.510606
"15",36,8498,327,17716,498249,13421,523029,35000000,36000000,0.498249,0.013421,0.523029
"15",37,8549,290,17839,509197,12339,529808,36000000,37000000,0.509197,0.012339,0.529808
"15",38,8429,320,17695,495548,13585,524857,37000000,38000000,0.495548,0.013585,0.524857
"15",39,8350,240,17817,470252,9779,512489,38000000,39000000,0.470252,0.009779,0.512489
"15",40,8395,244,17820,470802,10604,509524,39000000,40000000,0.470802,0.010604,0.509524
"15",41,8463,301,17903,478661,12244,510910,40000000,41000000,0.478661,0.012244,0.51091
"15",42,8452,233,17969,463980,10067,498128,41000000,42000000,0.46398,0.010067,0.498128
"15",43,8559,237,17907,476812,9799,509631,42000000,43000000,0.476812,0.009799,0.509631
"15",44,8325,280,17747,462464,11418,500676,43000000,44000000,0.462464,0.011418,0.500676
"15",45,8468,275,17986,477270,11162,508568,44000000,45000000,0.47727,0.011162,0.508568
"15",46,8406,277,17681,469889,12007,504824,45000000,46000000,0.469889,0.012007,0.504824
"15",47,8221,298,17584,467709,13684,510868,46000000,47000000,0.467709,0.013684,0.510868
"15",48,8418,329,17723,488766,14130,522918,47000000,48000000,0.488766,0.01413,0.522918
"15",49,8551,280,17836,486903,12025,519170,48000000,49000000,0.486903,0.012025,0.51917
"15",50,8287,299,17530,482013,13332,516612,49000000,50000000,0.482013,0.013332,0.516612
"15",51,8396,302,17704,482248,14608,516558,50000000,51000000,0.482248,0.014608,0.516558
"15",52,8315,250,17861,468625,10795,512397,51000000,52000000,0.468625,0.010795,0.512397
"15",53,8460,237,17819,474345,9583,512895,52000000,53000000,0.474345,0.009583,0.512895
"15",54,8452,257,17700,474398,10984,507429,53000000,54000000,0.474398,0.010984,0.507429
"15",55,8364,323,17664,495458,15369,531457,54000000,55000000,0.495458,0.015369,0.531457
"15",56,8249,267,17635,465600,12355,506558,55000000,56000000,0.4656,0.012355,0.506558
"15",57,8253,281,17410,473990,12020,514432,56000000,57000000,0.47399,0.01202,0.514432
"15",58,8440,259,17636,481186,13541,511743,57000000,58000000,0.481186,0.013541,0.511743
"15",59,8282,242,17615,459746,10209,503214,58000000,59000000,0.459746,0.010209,0.503214
"15",60,8512,278,17869,477638,12220,514206,59000000,60000000,0.477638,0.01222,0.514206
"15",61,8480,269,17745,476939,11363,511685,60000000,61000000,0.476939,0.011363,0.511685
"15",62,8388,238,17858,459113,10793,499813,61000000,62000000,0.459113,0.010793,0.499813
"15",63,8402,286,17615,479530,11823,512354,62000000,63000000,0.47953,0.011823,0.512354
"15",64,8616,292,17905,474546,12203,509151,63000000,64000000,0.474546,0.012203,0.509151
"15",65,8442,261,17911,469912,11796,504378,64000000,65000000,0.469912,0.011796,0.504378
"15",66,8414,280,18022,468227,11830,506784,65000000,66000000,0.468227,0.01183,0.506784
"15",67,8399,228,17995,463039,10420,504573,66000000,67000000,0.463039,0.01042,0.504573
"15",68,8465,258,17865,472249,10661,506142,67000000,68000000,0.472249,0.010661,0.506142
"15",69,8393,246,17697,466566,12325,505452,68000000,69000000,0.466566,0.012325,0.505452
"15",70,8315,255,17593,457376,10360,498987,69000000,70000000,0.457376,0.01036,0.498987
"15",71,8322,239,17546,446544,10616,491810,70000000,71000000,0.446544,0.010616,0.49181
